AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASTP TRANSACTION MODE|ASTP IN MINIMUM INSTALLMENT AMOUNT|ASTP IN MAXIMUM INSTALLMENT AMOUNT|ASTP IN MULTIPLIER AMOUNT|ASTP OUT MINIMUM INSTALLMENT AMOUNT|ASTP OUT MAXIMUM INSTALLMENT AMOUNT|ASTP OUT MULTIPLIER AMOUNT|ASTP MINIMUM INSTALLMENT UNITS|ASTP MAXIMUM INSTALLMENT UNITS|ASTP MULTIPLIER UNITS|ASTP MINIMUM INSTALLMENT NUMBERS|ASTP MAXIMUM INSTALLMENT NUMBERS|ASTP Reg IN|ASTP Reg OUT|ASTP FREQUENCY|ASTP DATES|ASTP MINIMUM GAP|ASTP MAXIMUM GAP|ASTP INSTALLMENT GAP|ASTP STATUS|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|488-DR|FRANKLIN BUILD INDIA FUND - DIRECT DIVIDEND REINVESTMENT|INF090I01JE8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXONDM-DR|AXIS OVERNIGHT FUND DIRECT MONTHLY DIVIDEND REINVESTMENT|INF846K01N81|OVERNIGHT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8000-GR|ICICI PRUDENTIAL LONG TERM EQUITY FUND (TAX SAVING) - DIRECT PLAN - GROWTH|INF109K01Y31|ELSS|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|482-GR|FRANKLIN INDIA FOCUSED EQUITY FUND - DIRECT GROWTH|INF090I01IW2|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|606-DP|FRANKLIN INDIA BLUECHIP FUND - DIRECT DIVIDEND PAYOUT|INF090I01FO5|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|ISWGT-GR|HDFC FLOATING RATE DEBT FUND - DIRECT PLAN - WHOLESALE OPTION - GROWTH OPTION|INF179K01VQ4|DEBT|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8078-GR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - GROWTH|INF109K016B1|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|601-DR|FRANKLIN INDIA PRIMA FUND - DIRECT DIVIDEND REINVESTMENT|INF090I01FJ5|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|425-GR|FRANKLIN INDIA OPPORTUNITIES FUND - DIRECT GROWTH|INF090I01GC8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|GLGT-GR|HDFC GILT FUND - DIRECT PLAN - GROWTH OPTION|INF179K01VS0|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8078-GR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - GROWTH|INF109K016B1|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|602-DR|FRANKLIN INDIA EQUITY FUND - DIRECT DIVIDEND REINVESTMENT|INF090I01FM9|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|462-GR|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - 50S PLUS PLAN - DIRECT GROWTH|INF090I01IH3|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|GFGT-GR|HDFC BALANCE ADVANTAGE FUND - DIRECT PLAN - GROWTH OPTION|INF179K01WA6|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8080-DR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - WEEKLY DIVIDEND REINVESTMENT|INF109K011C0|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|414-DR|FRANKLIN INDIA TECHNOLOGY FUND - DIRECT DIVIDEND REINVESTMENT|INF090I01FG1|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|470-DR|FRANKLIN INDIA GOVERNMENT SECURITIES FUND - DIRECT DIVIDEND REINVESTMENT|INF090I01HR4|GILT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|N|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|12T-GR|HDFC DYNAMIC DEBT FUND - DIRECT - GROWTH OPTION|INF179K01WB4|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8080-DR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - WEEKLY DIVIDEND REINVESTMENT|INF109K011C0|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|457-DP|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - 30S PLAN - DIRECT DIVIDEND PAYOUT|INF090I01HZ7|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|470-DP|FRANKLIN INDIA GOVERNMENT SECURITIES FUND - DIRECT DIVIDEND PAYOUT|INF090I01HQ6|GILT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|N|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|27RT-DR|HDFC DYNAMIC DEBT FUND - DIRECT - HALF YEARLY - DIVIDEND REINV OPTION REINVESTMENT|INF179K01WD0|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|N|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8081-DR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - FORTNIGHTLY DIVIDEND REINVESTMENT|INF109K015B3|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|459-DP|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - 40S PLAN - DIRECT DIVIDEND PAYOUT|INF090I01IC4|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|471-GR|FRANKLIN INDIA GOVERNMENT SECURITIES FUND - DIRECT GROWTH|INF090I01HS2|GILT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|N|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|27RT-DR|HDFC DYNAMIC DEBT FUND - DIRECT - HALF YEARLY - DIVIDEND REINV OPTION REINVESTMENT|INF179K01WD0|DEBT|DP|1000.00|999999999.00|100.00|1000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|N|Y|MONTHLY|1,5,10,15,20,25|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8082-DR|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - MONTHLY DIVIDEND REINVESTMENT|INF109K018B7|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|459-DR|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - 40S PLAN - DIRECT DIVIDEND REINVESTMENT|INF090I01ID2|FOF|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|471-GR|FRANKLIN INDIA GOVERNMENT SECURITIES FUND - DIRECT GROWTH|INF090I01HS2|GILT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|N|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|11T-DP|HDFC DYNAMIC DEBT FUND - DIRECT - QUARTERLY DIVIDEND PAYOUT|INF179K01WE8|DEBT|DP|1000.00|999999999.00|100.00|1000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,5,10,15,20,25|0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|BPDP-DP|UTI BANKING & PSU DEBT FUND-REGULAR PLAN - QUARTERLY DIVIDEND-DIVIDEND PAYOUT|INF789F012Z3|DEBT|DP|1000.00|999999.00|1.00|1000.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|461-DP|FRANKLIN INDIA LIFE STAGE FUND OF FUNDS - 50S PLUS PLAN - DIRECT DIVIDEND PAYOUT|INF090I01IF7|FOF|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|DAILY||0|60|1|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|ESDG-GR|EDELWEISS LONG TERM EQUITY FUND(TAX SAVINGS) - DIRECT GROWTH PLAN|INF754K01CA8|ELSS|DP|1000.00|999999.00|1.00|1000.00|999999.00|1.00|999999999.00|999999.00|999999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|11RT-DR|HDFC DYNAMIC DEBT FUND - DIRECT - QUARTERLY DIVIDEND REINV OPTION REINVESTMENT|INF179K01WF5|DEBT|DP|1000.00|999999999.00|100.00|1000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|MONTHLY|1,5,10,15,20,25|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXESQD-DR|AXIS EQUITY SAVER FUND REGULAR PLAN QUARTERLY DIVIDEND REINVESTMENT|INF846K01VS4|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|MONTHLY|1,7,10,15,25|0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTSTAIR-DR|UTI SHORT TERM INCOME FUND-REGULAR ANNUAL DIVIDEND PLAN-DIVIDEND REINVESTMENT|INF789FA1R09|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|BDDW-DP|AXIS BANKING & PSU DEBT FUND - DIRECT WEEKLY DIVIDEND PAYOUT|INF846K01CV8|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|IFDT-DP|HDFC INCOME FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF179K01WJ7|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXESQD-DR|AXIS EQUITY SAVER FUND REGULAR PLAN QUARTERLY DIVIDEND REINVESTMENT|INF846K01VS4|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8727P-DP|ICICI PRUDENTIAL BOND FUND - DIRECT PLAN - HALF YEARLY DIVIDEND PAYOUT|INF109KA1X77|BOND|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CFDG-GR|AXIS LIQUID FUND - DIRECT GROWTH|INF846K01CX4|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|MONTHLY|1,7,10,15,25|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|IFDT-DP|HDFC INCOME FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF179K01WJ7|DEBT|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN627G-GR|BNP PARIBAS LIQUID FUND GROWTH|INF251K01NJ3|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD29ND-DP|HDFC MEDIUM TERM DEBT FUND - NORMAL DIVIDEND PAYOUT|INF179KA1E16|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CFDG-GR|AXIS LIQUID FUND - DIRECT GROWTH|INF846K01CX4|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|MTODT-DP|HDFC CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT OPTION|INF179K01XB2|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN627G-GR|BNP PARIBAS LIQUID FUND GROWTH|INF251K01NJ3|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD29NT-DP|HDFC MEDIUM TERM DEBT FUND - DIRECT PLAN NORMAL-DIVIDEND PAYOUT|INF179KA1D90|DEBT|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CFDM-DR|AXIS LIQUID FUND - DIRECT PLAN - MONTHLY DIVIDEND REINVESTMENT|INF846K01CZ9|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|MTODT-DP|HDFC CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT OPTION|INF179K01XB2|DEBT|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD55N-DR|HDFC MONEY MARKET FUND- DAILY DIVIDEND REINVESTMENT|INF179KB1IG6|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDMTND-DP|HDFC CORPORATE BOND FUND - REGULAR PLAN - NORMAL DIVIDEND PAYOUT|INF179KA1D33|DEBT|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CFDW-DP|AXIS LIQUID FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF846K01DB8|LIQUID|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,7,10,15,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|MTORT-DR|HDFC CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND REINVESTMENT OPTION|INF179K01XC0|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|N|Y|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD56N-DR|HDFC OVERNIGHT FUND REGULAR PLAN - DAILY DIVIDEND REINVESTMENT|INF179KB1IF8|OVERNIGHT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2533-DR|ICICI PRUDENTIAL LONG TERM BOND FUND - ANNUAL DIVIDEND REINVESTMENT|INF109KA10C6|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CMDG-GR|AXIS GILT FUND - DIRECT PLAN - GROWTH OPTION|INF846K01DD4|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUUSTDD-DR|SUNDARAM ULTRA SHORT TERM FUND DIRECT DAILY DIVIDEND REINVESTMENT|INF903JA1IC2|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD51N-DP|HDFC MONEY MARKET FUND- WEEKLY DIVIDEND PAYOUT|INF179KB1IH4|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|9999999.00|9999999.00|1.00|12|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8733P-DP|ICICI PRUDENTIAL LONG TERM BOND FUND - DIRECT PLAN - ANNUAL DIVIDEND PAYOUT|INF109KA13C0|BOND|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CMDH-DP|AXIS GILT FUND - DIRECT PLAN - HALF YEARLY DIVIDEND OPTION PAYOUT|INF846K01DF9|DEBT|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,7,10,15,25|0|90|1|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUUSTDD-DR|SUNDARAM ULTRA SHORT TERM FUND DIRECT DAILY DIVIDEND REINVESTMENT|INF903JA1IC2|DEBT|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|999999.00|5|9999|Y|Y|QUARTERLY|1,7,14,20,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDLFDWN-DP|HDFC LIQUID FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF179KB1HW5|LIQUID|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL249A-DP|ADITYA BIRLA SUN LIFE EQUITY SAVINGS FUND REGULAR PLAN DIVIDEND PAYOUT|INF209KA1TT1|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|CMDQ-DP|AXIS GILT FUND - DIRECT PLAN - REGULAR DIVIDEND OPTION PAYOUT|INF846K01DG7|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUUSTDG-GR|SUNDARAM ULTRA SHORT TERM FUND DIRECT GROWTH|INF903JA1HZ5|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|20|9999|Y|Y|DAILY||0|60|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS341GZ-GR|ADITYA BIRLA SUN LIFE SHORT TERM OPPORTUNITIES FUND - GROWTH-DIRECT PLAN|INF209K01XK8|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|0.10|999999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,7,10,15,20,28|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2556-GR|ICICI PRUDENTIAL EQUITY SAVINGS FUND CUMULATIVE|INF109KA14I5|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
