AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASWP TRANSACTION MODE|ASWP MINIMUM INSTALLMENT AMOUNT|ASWP MAXIMUM INSTALLMENT AMOUNT|ASWP MULTIPLIER AMOUNT|ASWP MINIMUM INSTALLMENT UNITS|ASWP MAXIMUM INSTALLMENT UNITS|ASWP MULTIPLIER UNITS|ASWP MINIMUM INSTALLMENT NUMBERS|ASWP MAXIMUM INSTALLMENT NUMBERS|ASWP FREQUENCY|ASWP DATES|ASWP MINIMUM GAP|ASWP MAXIMUM GAP|ASWP INSTALLMENT GAP|ASWP STATUS|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K178DP-DP|KOTAK STANDARD MULTICAP FUND - DIVIDEND PAYOUT|INF174K01351|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F025-GR|FRANKLIN INDIA TECHNOLOGY FUND - GROWTH|INF090I01742|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDMYD5T-DR|HDFC MULTI-ASSET FUND - DIRECT PLAN - DIVIDEND REINVESTMENT|INF179K01XU2|DEBT|P|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K190-GR|KOTAK CREDIT RISK FUND - GROWTH|INF174K01DY7|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RMFAF-GR|RELIANCE ARBITRAGE FUND - GROWTH|INF204K01IY1|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F026-DR|FRANKLIN INDIA TECHNOLOGY FUND - DIVIDEND REINVESTMENT|INF090I01767|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDPRED-DR|HDFC HYBRID EQUITY FUND - REGULAR PLAN - DIVIDEND REINVESTMENT|INF179K01AQ8|EQUITY|P|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCCFPG-GR|HSBC CASH FUND - GROWTH|INF336L01BN7|LIQUID|DP|1000.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RMFAF-DR|RELIANCE ARBITRAGE FUND - DIVIDEND REINVESTMENT|INF204K01JA9|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F048-DR|FRANKLIN INDIA OPPORTUNITIES FUND-DIVIDEND REINVESTMENT|INF090I01866|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDINFD-DR|HDFC INFRASTRUCTURE FUND - DIVIDEND REINVESTMENT OPTION|INF179K01GE1|EQUITY|P|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCCFPMP-DP-M|HSBC CASH FUND - MONTHLY DIVIDEND PAYOUT|INF336L01BP2|LIQUID|D|1000.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RMFAF-DR|RELIANCE ARBITRAGE FUND - DIVIDEND REINVESTMENT|INF204K01JA9|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F151-DR|FRANKLIN INDIA INDEX FUND NIFTY PLAN-DIVIDEND REINVESTMENT|INF090I01882|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDINFDT-DR|HDFC INFRASTRUCTURE FUND - DIRECT PLAN - DIVIDEND REINVESTMENT|INF179K01WP4|EQUITY|P|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCEOID-DR|HSBC MULTI CAP EQUITY FUND - DIVIDEND REINVESTMENT|INF336L01AD0|EQUITY|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICLNGTEM26PP-GR|ICICI PRUDENTIAL ALL SEASONS BOND FUND - GROWTH|INF109K01GN9|DEBT|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|F386-DP|FRANKLIN BUILD INDIA FUND-DIVIDEND PAYOUT|INF090I01AC1|EQUITY|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDLFDWN-DR|HDFC LIQUID FUND - DIRECT PLAN - WEEKLY DIVIDEND REINVESTMENT|INF179KB1HW5|LIQUID|P|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCIIDP-DP|HSBC DEBT FUND - DIVIDEND PAYOUT|INF336L01784|DEBT|D|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RMFGDGP-GR|RELIANCE GOLD SAVINGS FUND - GROWTH OPTION|INF204K01KN0|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI074G-GR|SBI - DYNAMIC BOND FUND - GROWTH|INF200K01958|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDUSTGT-GR|HDFC ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH|INF179KB15Q6|DEBT|DP|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCISWG-GR|HDFC FLOATING RATE DEBT FUND - WHOLESALE OPTION - REGULAR PLAN - GROWTH|INF179K01707|DEBT|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCINFD-DP|HDFC INFRASTRUCTURE FUND - DIVIDEND PAYOUT OPTION|INF179K01GE1|EQUITY|DP|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K17DP-DP|KOTAK BOND SCHEME PLAN A - ANNUAL DIVIDEND PAYOUT|INF174K01EQ1|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDGFD-DR|HDFC BALANCE ADVANTAGE FUND - REGULAR PLAN - DIVIDEND REINVESTMENT|INF179K01814|EQUITY|P|500.0000|999999999.0000|100.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS124-DP|AXIS GOLD FUND - DIVIDEND PAYOUT|INF846K01AM1|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI1616-DR|ICICI PRUDENTIAL NIFTY NEXT 50 INDEX FUND - DIVIDEND REINVESTMENT|INF109K01IE4|EQUITY|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K12-DR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - REGULAR PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF174K01FJ3|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDIFDT-DR|HDFC INCOME FUND - DIRECT PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF179K01WJ7|DEBT|P|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS136-DR-M|AXIS GILT FUND - REGULAR DIVIDEND OPTION REINVESTMENT|INF846K01CL9|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFEFDP-DR|AXIS BLUECHIP FUND - DIVIDEND REINVESTMENT|INF846K01180|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K102-GR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - PROVIDEND FUND & TRUST - GROWTH|INF174K01FL9|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|MON,TUE,WED,THU,FRI|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|007-DR|SBI MAGNUM EQUITY ESG FUND REGULAR IDCW REINVESTMENT|INF200K01206|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL296D-DP|ADITYA BIRLA SUN LIFE PURE VALUE FUND - DIVIDEND PAYOUT|INF209K01LE6|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFISHD-DP-H|AXIS REGULAR SAVER FUND - DIVIDEND OPTION - HALF YEARLY PAYOUT|INF846K01727|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K11-DR|KOTAK BANKING AND PSU FUND - MONTHLY DIVIDEND REINVESTMENT|INF174K01FP0|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|021-DR|SBI MAGNUM GLOBAL FUND - IDCW REINVESTMENT|INF200K01263|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K190-GR|KOTAK CREDIT RISK FUND - GROWTH|INF174K01DY7|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|MON,TUE,WED,THU,FRI|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFMCDP-DR|AXIS MID CAP FUND - DIVIDEND PLAN - REINVESTMENT|INF846K01875|EQUITY|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|4|9999|QUARTERLY|1,5,10,15,25|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|EOAD-DP|RELIANCE MULTI CAP FUND DIRECT PLAN DIVIDEND PLAN DIVIDEND PAYOUT|INF204K01XD4|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|021G|SBI MAGNUM GLOBAL FUND - GROWTH|INF200K01271|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K190-GR|KOTAK CREDIT RISK FUND - GROWTH|INF174K01DY7|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFSTDP-DP-M|AXIS SHORT TERM FUND - MONTHLY DIVIDEND PAYOUT|INF846K01651|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|FRAG-GR|RELIANCE FLOATING RATE FUND - DIRECT GROWTH PLAN|INF204K01E05|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|094D-DR|SBI MAGNUM COMMA FUND - IDCW REINVESTMENT|INF200K01321|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELMTF-GR|RELIANCE PRIME DEBT FUND - GROWTH PLAN - GROWTH OPTION|INF204K01EF9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFTADD-DR-D|AXIS TREASURY ADVANTAGE FUND - DAILY DIVIDEND REINVESTMENT|INF846K01545|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|IFAH-DR|RELIANCE INCOME FUND DIRECT PLAN HALF YEARLY DIVIDEND PLAN DIVIDEND REINVESTMENT|INF204K01YS0|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|036-DR|SBI CONTRA FUND - REGULAR PLAN - IDCW REINVESTMENT|INF200K01354|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELMMF-DP-Q|RELIANCE LOW DURATION FUND - RETAIL OPTION - QUARTERLY DIVIDEND PLAN PAYOUT|INF204K01ET0|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K194-DR|KOTAK CREDIT RISK FUND - ANNUAL DIVIDEND REINVESTMENT|INF174K01EF4|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LFAM-DP|RELIANCE LIQUID FUND - DIRECT MONTHLY DIVIDEND OPTION PAYOUT|INF204K01ZI8|LIQUID|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|080A-DR|SBI CREDIT RISK FUND REGULAR IDCW REINVESTMENT|INF200K01701|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELMIP-GR|RELIANCE HYBRID BOND FUND - GROWTH PLAN GROWTH OPTION|INF204K01FD1|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K194DP-DP|KOTAK CREDIT RISK FUND - ANNUAL DIVIDEND PAYOUT|INF174K01EG2|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|QUARTERLY|1,7,14,21,25|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LDPQ-DR|RELIANCE LOW DURATION FUND - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT|INF204K01A09|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|101M-DR|SBI MULTI ASSET ALLOCATION FUND REGULAR MONTHLY DIVIDEND REINVESTMENT|INF200K01826|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELMIP-DP-Q|RELIANCE HYBRID BOND FUND - QUARTERLY DIVIDEND PLAN PAYOUT|INF204K01FG4|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HSBCTSED-DP|HSBC TAX SAVER EQUITY FUND - DIVIDEND PAYOUT|INF336L01AZ3|ELSS|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LQAG-GR|RELIANCE MONEY MARKET FUND - DIRECT GROWTH PLAN GROWTH OPTION|INF204K01ZP3|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|038|SBI MAGNUM CONSTANT MATURITY FUND REGULAR GROWTH|INF200K01AN9|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELSTF-GR|RELIANCE SHORT TERM FUND-GROWTH PLAN - GROWTH OPTION|INF204K01FL4|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSL43N-GR|ADITYA BIRLA SUN LIFE LOW DURATION FUND - GROWTH-REGULAR PLAN|INF209K01LQ0|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LQAG-GR|RELIANCE MONEY MARKET FUND - DIRECT GROWTH PLAN GROWTH OPTION|INF204K01ZP3|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|GFGP|RELIANCE GROWTH FUND - GROWTH PLAN - GROWTH OPTION|INF204K01323|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELRSFDI-DP|RELIANCE CREDIT RISK FUND - QUARTERLY INSTITUTIONAL DIVIDEND PAYOUT|INF204K01FU5|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFXS135-GR|AXIS GILT FUND - GROWTH OPTION|INF846K01AX8|DEBT|DP|1000.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,5,10,15,25|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|LQAM-DR|RELIANCE MONEY MARKET FUND - DIRECT PLAN MONTHLY DIVIDEND PLAN REINVESTMENT|INF204K01ZR9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|GSGP|RELIANCE VISION FUND - GROWTH PLAN - GROWTH OPTION|INF204K01406|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELSEDP-DR|RELIANCE VALUE FUND - DIVIDEND PLAN - DIVIDEND REINVESTMENT OPTION|INF204K01GD9|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICIAAP-GR|ICICI PRUDENTIAL PASSIVE STRATEGY FUND - GROWTH|INF109K01795|FOF|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|NEAD-DR|RELIANCE BALANCED ADVANTAGE FUND DIRECT PLAN DIVIDEND PLAN DIVIDEND REINVESTMENT|INF204K01G86|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|EODP-DR|RELIANCE MULTI CAP FUND - DIVIDEND PLAN - REINVESTMENT OPTION|INF204K01463|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
